Risk,Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Tuition fees up to date,Gender,Scholarship holder,Course,Risk
0,13.55714285714286,7,7,8,8,8,8,1,1,0,12,0
0,14.333333333333334,6,5,16,6,7,15,1,1,0,7,0
0,12.0,3,4,11,6,6,16,1,1,0,4,0
1,0.0,0,0,0,6,5,5,1,0,0,11,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.75,3,4,14,7,7,11,1,0,0,12,0
0,12.183333333333332,6,6,7,7,7,7,1,0,0,12,0
0,11.833333333333334,4,6,21,8,9,18,0,1,0,4,0
1,0.0,0,0,4,4,4,4,0,1,0,15,1
0,15.0,5,6,10,6,6,8,1,0,0,6,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,13.435,8,8,8,8,8,8,1,0,1,12,0
1,13.5,0,4,9,5,5,8,1,0,0,8,1
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.5,17,17,17,17,17,18,1,0,0,2,0
0,10.5,3,2,6,6,6,10,1,0,0,5,0
0,12.0,2,4,17,6,6,13,1,0,0,6,0
0,12.2,4,5,11,6,6,7,0,0,0,15,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,14.5,8,10,15,9,11,15,1,0,0,6,0
0,13.333333333333334,6,6,8,6,6,7,1,0,0,15,0
0,12.0,9,9,21,10,11,29,1,0,0,6,0
0,15.125,6,6,9,6,6,9,1,0,0,8,0
0,13.116666666666667,6,6,7,7,7,7,1,0,0,12,0
0,12.833333333333334,6,6,7,6,6,7,1,0,0,15,0
0,13.333333333333334,6,6,6,6,6,6,1,0,1,10,0
0,13.877142857142855,8,7,8,8,7,7,1,0,0,12,0
0,12.944285714285714,7,7,8,8,8,8,1,0,0,12,0
0,12.333333333333334,5,5,8,6,6,8,1,0,0,16,0
0,14.266666666666666,6,6,7,7,7,7,1,0,0,12,0
0,13.0,5,5,8,6,6,8,1,0,0,14,0
0,12.48375,8,8,8,8,8,8,1,0,0,12,0
0,13.428571428571429,8,7,8,8,7,8,1,0,0,13,0
1,10.666666666666666,0,3,12,6,6,9,0,0,0,3,1
0,15.4,5,5,7,6,6,8,1,0,0,16,0
0,13.45,6,6,7,7,7,7,1,0,0,12,0
0,12.6,6,6,7,7,7,7,1,0,1,12,0
0,12.485714285714286,8,7,12,8,7,7,1,0,0,12,0
0,10.8,5,5,7,6,6,10,1,0,1,5,0
0,12.2,5,5,8,6,6,12,1,0,0,14,0
0,14.2,2,5,12,6,6,11,1,0,0,6,0
0,13.833333333333334,6,6,6,6,6,7,1,0,0,10,0
0,12.8,3,5,14,6,6,8,1,0,0,16,0
0,13.2,4,5,6,5,5,5,1,0,0,9,0
1,14.0,0,1,6,6,6,7,1,0,1,14,1
0,13.875,5,8,8,6,8,8,1,0,0,10,0
0,12.5,5,5,8,5,5,7,1,0,1,6,0
0,13.428571428571429,6,6,6,6,6,7,1,0,1,15,0
0,11.8,5,5,7,6,6,7,0,0,1,5,0
0,14.868571428571428,8,7,9,8,7,7,1,0,1,12,0
0,13.03,8,7,8,8,7,10,1,0,0,12,0
0,14.571428571428571,6,6,7,6,6,7,1,0,0,14,0
0,11.0,4,5,9,6,6,9,1,0,0,10,0
0,13.3675,8,8,8,8,8,8,1,0,1,12,0
0,12.808333333333332,7,6,11,8,7,7,1,0,1,12,0
0,13.918571428571427,8,7,9,8,7,7,1,0,0,12,0
0,13.0,4,6,9,6,6,8,1,0,0,8,0
0,13.683333333333332,6,6,7,7,7,7,1,0,0,12,0
0,13.0,1,5,12,6,6,11,1,0,0,6,0
0,12.8,5,5,7,6,6,8,1,0,0,15,0
0,13.571428571428571,6,6,6,6,6,9,1,0,1,11,0
0,13.166666666666666,6,6,6,6,6,6,1,0,0,10,0
0,15.0,6,6,6,6,6,6,1,0,1,5,0
0,12.666666666666666,5,6,8,6,6,6,1,0,0,5,0
0,13.857142857142858,6,6,7,6,6,7,1,0,1,15,0
0,14.692857142857145,8,7,8,8,7,7,1,0,0,12,0
0,14.035,8,8,8,8,8,8,1,0,0,12,0
0,11.0,3,4,8,5,5,8,1,0,0,6,0
0,13.333333333333334,6,6,6,6,6,6,1,0,1,15,0
0,11.7725,7,6,9,8,7,13,1,0,0,12,0
1,0.0,0,0,0,6,6,0,1,0,0,11,1
1,0.0,0,0,12,6,6,0,1,0,0,11,1
1,0.0,0,0,0,0,0,0,0,0,0,2,1
0,12.285714285714286,6,6,6,6,6,7,1,0,1,11,0
0,12.46,5,5,14,8,8,14,1,0,0,12,0
0,12.166666666666666,6,6,9,7,7,10,1,0,0,16,0
0,11.833333333333334,2,5,8,6,6,9,1,0,0,10,0
0,14.805714285714286,7,7,8,8,8,8,1,0,0,12,0
0,10.6,6,5,10,6,6,11,1,0,0,10,0
0,13.125,6,8,13,9,9,9,0,0,0,6,0
0,12.833333333333334,6,6,6,6,6,6,1,0,1,10,0
1,0.0,0,0,8,8,8,8,1,0,1,12,1
0,13.0,5,5,6,6,6,9,1,0,1,14,0
0,12.725,8,7,8,8,7,8,1,0,1,12,0
0,11.25,3,4,10,5,5,10,1,0,0,6,0
0,13.818181818181818,12,11,16,12,12,12,1,0,0,4,0
0,12.333333333333334,3,3,8,5,5,12,1,0,0,6,0
0,12.333333333333334,5,3,8,5,5,14,1,0,0,6,0
0,13.25,3,4,10,6,6,8,1,0,0,16,0
0,13.666666666666666,5,6,9,6,6,7,1,0,0,14,0
0,12.625,3,8,10,10,11,18,1,0,0,10,0
0,14.833333333333334,6,6,8,6,6,6,1,0,1,6,0
0,11.2,5,5,10,6,6,7,1,0,1,14,0
0,11.4,5,5,6,5,5,6,1,0,1,9,0
0,13.135,8,7,9,8,7,8,1,0,0,12,0
0,13.0,10,10,11,11,10,10,1,0,0,5,0
0,12.85,7,4,7,7,7,12,1,0,0,12,0
0,13.5,5,6,9,6,6,6,1,0,0,10,0
0,14.285714285714286,3,6,9,6,6,7,1,0,0,6,0
0,13.5,6,5,6,6,6,8,1,0,1,14,0
0,10.75,5,4,5,5,5,8,1,0,1,9,0
0,11.333333333333334,6,6,9,6,6,9,1,0,1,10,0
0,13.0,5,3,12,5,7,15,1,0,1,6,0
0,13.966666666666669,6,6,7,7,7,7,1,0,0,12,0
0,14.14125,8,8,8,8,8,8,1,0,1,12,0
0,11.6,4,4,10,6,6,10,1,0,1,11,0
0,14.6625,8,8,8,8,8,8,1,0,1,12,0
1,0.0,0,0,5,5,5,5,1,0,0,17,1
0,12.993333333333334,8,6,9,8,7,8,1,0,1,12,0
0,11.25,5,4,11,6,6,10,1,0,0,14,0
0,12.2,5,5,10,6,6,8,1,0,0,3,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.333333333333334,4,6,6,6,6,6,1,0,0,3,0
0,12.2,5,5,7,5,5,7,1,0,0,9,0
1,0.0,0,0,12,6,6,12,1,0,1,11,1
0,11.333333333333334,6,6,6,6,6,8,1,0,0,10,0
0,13.857142857142858,6,6,15,6,6,8,1,0,0,6,0
0,12.857142857142858,6,6,6,6,6,7,1,0,0,15,0
1,10.0,0,1,12,6,6,10,1,0,0,3,1
0,10.214285714285714,13,14,13,13,15,17,0,0,0,9,0
0,11.285714285714286,3,6,16,6,6,14,0,0,0,11,0
1,13.833333333333334,0,6,7,6,6,6,1,0,1,10,1
0,12.857142857142858,5,6,8,6,6,8,1,0,0,11,0
0,11.666666666666666,4,6,9,6,6,8,1,0,1,16,0
1,0.0,0,0,10,5,6,12,0,0,0,16,1
0,14.4,5,5,6,5,5,7,1,0,0,6,0
0,14.833333333333334,6,6,6,6,6,6,1,0,0,3,0
0,14.333333333333334,6,6,9,6,6,14,1,0,1,6,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
1,0.0,0,0,0,6,6,0,1,0,0,15,1
0,12.333333333333334,6,6,7,7,7,9,1,0,1,16,0
0,11.8,5,5,5,5,5,5,1,0,0,17,0
0,13.2,5,5,7,6,6,7,1,0,0,16,0
1,0.0,0,0,10,5,6,6,0,0,0,16,1
1,0.0,0,0,0,6,6,0,0,0,0,4,1
0,11.5,6,6,7,6,6,6,1,0,0,10,0
0,12.6,5,5,7,6,6,8,1,0,0,11,0
0,13.542857142857144,8,7,9,8,7,7,1,0,0,12,0
0,11.6,5,5,6,6,6,8,1,0,0,11,0
0,13.666666666666666,6,6,6,6,6,7,1,1,1,15,0
1,0.0,0,0,8,6,6,10,0,1,0,4,1
1,0.0,0,0,0,6,6,0,0,0,0,16,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.5,6,6,8,6,6,6,1,1,0,5,0
0,11.5,4,2,9,5,5,12,1,0,0,17,0
0,11.828571428571427,7,7,10,8,7,7,1,1,0,12,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.966666666666669,6,6,7,7,7,7,1,0,1,12,0
0,13.833333333333334,6,6,6,6,6,6,1,1,0,15,0
0,14.125714285714285,8,7,8,8,7,7,1,0,0,12,0
1,12.166666666666666,0,5,8,8,10,12,1,0,0,11,1
0,12.666666666666666,4,6,21,6,6,17,1,0,0,6,0
1,0.0,0,0,0,5,4,4,1,1,0,17,1
0,12.285714285714286,6,6,7,6,6,8,1,1,1,15,0
0,14.5,4,3,8,7,6,7,1,1,0,12,0
0,10.0,1,2,7,5,5,8,1,1,0,9,0
0,11.5,2,2,8,5,5,11,1,0,0,8,0
0,11.6,4,5,6,5,5,6,1,0,0,14,0
0,12.5,6,6,6,6,6,6,1,0,1,10,0
0,11.666666666666666,2,3,10,6,6,9,0,0,0,16,0
0,13.428571428571429,10,7,11,10,10,11,1,0,0,17,0
0,13.666666666666666,6,6,6,6,6,6,1,1,0,11,0
0,12.5,6,6,6,6,6,6,1,0,0,11,0
0,13.0,4,6,15,6,6,7,1,0,0,6,0
0,12.783333333333331,7,6,9,8,7,9,1,0,0,12,0
1,0.0,0,0,0,8,7,0,1,0,0,12,1
0,13.5,4,4,11,7,7,13,1,0,0,13,0
0,13.457142857142856,8,7,8,8,7,7,1,0,0,12,0
0,13.44285714285714,7,7,8,8,8,8,1,0,0,12,0
0,11.0,5,4,12,6,6,13,1,0,0,10,0
0,11.333333333333334,6,6,7,6,6,6,1,0,1,10,0
1,10.0,0,2,1,1,5,7,1,0,0,15,1
0,13.44,6,5,8,7,7,10,1,0,0,12,0
0,12.214285714285714,8,7,8,8,7,8,1,0,1,13,0
0,14.166666666666666,6,6,6,6,6,6,1,0,1,5,0
0,12.846153846153848,11,12,13,11,12,13,1,0,1,4,0
0,13.0,2,6,18,6,6,8,1,0,0,6,0
0,12.8,4,5,7,5,5,6,1,0,1,9,0
0,13.0,5,4,11,6,6,13,0,0,0,6,0
0,13.371428571428572,8,7,9,8,7,7,1,0,1,12,0
0,13.385714285714286,8,7,8,8,7,8,1,0,1,13,0
0,13.328571428571427,7,7,8,8,8,8,1,0,0,12,0
0,14.0,5,5,14,6,6,12,1,0,0,6,0
0,12.6,5,5,5,5,5,5,1,0,0,9,0
0,14.0,6,6,6,6,6,7,1,0,1,16,0
0,13.428571428571429,6,6,6,6,6,7,1,0,1,11,0
0,13.0,6,6,6,6,6,6,1,0,1,5,0
0,12.666666666666666,5,5,8,6,6,8,1,0,0,16,0
0,10.0,3,3,9,5,5,9,0,1,0,9,0
0,12.833333333333334,6,6,10,6,6,7,1,0,0,14,0
0,12.916666666666666,6,6,7,7,7,7,1,0,0,12,0
0,13.285714285714286,5,6,8,6,6,9,1,0,0,14,0
0,14.6,5,5,5,5,5,6,1,0,1,6,0
0,14.0,6,6,6,6,6,6,1,0,1,10,0
0,14.142857142857142,6,6,6,6,6,7,1,0,1,10,0
0,11.666666666666666,6,6,6,6,6,8,1,0,0,10,0
0,14.3775,8,8,9,8,8,9,1,0,0,12,0
0,12.5,7,7,9,8,7,8,1,0,0,12,0
0,14.15,6,6,7,7,7,7,1,0,1,12,0
0,12.471428571428572,7,7,12,8,8,12,1,0,1,12,0
0,14.15,6,6,7,7,7,7,1,0,0,12,0
0,14.072222222222225,8,7,8,8,7,11,1,0,0,12,0
0,14.857142857142858,6,6,6,6,6,7,1,0,0,15,0
0,14.285714285714286,6,6,6,6,6,7,1,0,1,15,0
1,0.0,0,0,4,4,4,4,0,0,0,15,1
1,0.0,0,0,0,6,6,0,1,0,0,3,1
0,15.0,5,6,8,6,6,8,1,0,0,8,0
0,12.633333333333333,6,6,7,7,7,7,1,0,1,12,0
0,11.2,5,5,5,5,5,5,0,0,0,14,0
0,14.233333333333334,6,6,7,7,7,7,1,0,0,12,0
0,12.2,3,5,10,5,5,13,1,0,0,6,0
0,15.7,7,7,8,8,8,8,1,0,0,12,0
0,15.2,6,6,7,7,7,7,1,0,0,12,0
0,16.333333333333332,5,6,8,6,6,9,0,0,0,16,0
0,12.5625,12,14,24,12,17,29,1,0,0,8,0
1,0.0,0,0,0,8,7,0,1,0,0,12,1
0,12.4,6,5,6,6,6,8,1,0,0,10,0
0,13.78125,8,8,9,8,8,9,1,0,1,12,0
0,12.166666666666666,5,6,8,6,6,10,1,0,0,11,0
0,11.8,5,5,8,6,6,8,1,0,0,15,0
0,10.8,4,4,15,6,6,13,1,0,0,3,0
0,13.26,8,7,8,8,7,8,1,0,1,12,0
0,12.0,3,4,15,6,6,10,0,0,0,15,0
0,11.875,6,6,7,6,6,9,1,0,1,10,0
0,12.16,2,5,7,7,7,11,1,0,1,12,0
0,15.0,4,1,7,6,6,6,1,0,0,5,0
0,13.333333333333334,5,6,9,6,6,6,1,0,0,15,0
0,11.5,3,2,12,5,5,12,1,0,0,6,0
0,14.428571428571429,5,6,9,6,6,7,1,0,0,6,0
0,13.0,3,1,8,5,5,10,1,0,0,6,0
0,15.0,6,6,8,6,6,7,1,0,1,4,0
0,15.155555555555557,8,7,8,8,7,9,1,0,0,13,0
0,10.666666666666666,6,6,7,6,6,8,1,0,0,10,0
0,11.0,4,5,9,6,6,9,1,0,0,16,0
1,0.0,0,0,0,6,6,0,1,0,0,14,1
0,12.285714285714286,6,6,7,6,6,7,1,0,0,10,0
0,12.82875,8,8,8,8,8,8,1,0,0,12,0
0,12.666666666666666,5,6,8,6,6,6,1,0,0,15,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
1,13.0,0,2,8,6,6,16,0,0,1,6,1
0,10.875,4,5,8,5,5,10,1,0,0,9,0
0,12.8,5,5,8,5,5,5,1,0,1,9,0
1,11.285714285714286,0,5,7,6,6,10,1,0,0,10,1
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,0.0,1,0,11,6,6,0,1,0,1,11,0
0,13.766666666666666,8,6,9,8,7,9,1,0,1,12,0
0,12.758333333333333,6,6,9,8,8,9,0,0,0,12,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,12.666666666666666,6,6,8,6,6,6,1,0,0,5,0
0,12.0,4,6,16,6,6,13,1,0,0,6,0
0,12.25,6,6,8,6,6,8,1,0,1,10,0
0,11.333333333333334,5,3,8,5,5,8,1,0,0,9,0
0,13.507142857142856,8,7,12,8,7,9,1,0,1,12,0
0,13.614285714285714,7,7,8,8,8,8,1,0,0,12,0
1,0.0,0,0,6,6,6,6,1,0,0,11,1
0,11.5,6,4,6,6,6,9,0,0,0,5,0
0,12.333333333333334,6,6,7,6,6,7,1,0,0,15,0
0,11.971428571428572,8,7,8,8,7,7,1,0,1,13,0
0,13.0,2,2,13,5,5,12,0,0,1,9,0
0,12.385714285714286,7,7,9,8,7,9,1,0,0,12,0
0,13.5,5,2,12,5,5,12,1,0,0,6,0
0,12.166666666666666,6,6,7,6,6,8,1,0,0,10,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.666666666666666,6,6,6,6,6,6,1,0,0,3,0
0,12.4,5,5,12,6,6,9,0,0,0,8,0
0,13.4,6,5,6,6,6,7,1,0,1,5,0
0,12.0,4,6,11,6,6,11,1,0,0,11,0
0,14.2,5,5,5,5,5,6,1,0,0,6,0
0,12.125,6,6,7,6,6,8,1,0,1,10,0
0,13.857142857142858,7,7,7,7,7,7,1,0,0,16,0
0,11.75,5,3,13,6,6,13,1,0,0,6,0
0,14.283333333333337,8,7,9,8,7,9,1,0,0,12,0
0,13.272727272727272,9,11,13,11,13,21,1,0,0,10,0
0,14.666666666666666,6,6,7,6,6,6,1,0,0,5,0
0,15.114999999999998,8,7,10,8,7,10,1,0,1,12,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,15.0,6,6,7,6,6,13,1,0,0,6,0
0,13.2,5,5,9,6,6,8,1,0,0,16,0
0,11.0,3,2,14,6,6,14,1,0,1,11,0
0,14.565714285714288,7,7,8,8,8,8,1,0,1,12,0
0,12.0,4,3,6,5,5,8,0,0,0,14,0
1,0.0,0,0,5,5,6,6,1,0,0,10,1
0,13.796666666666669,7,6,11,8,7,7,1,0,0,12,0
0,14.833333333333334,6,6,6,6,6,6,1,0,0,15,0
0,12.833333333333334,6,6,6,6,6,6,1,0,0,10,0
0,14.962857142857144,7,7,8,8,8,8,1,0,1,12,0
0,12.0,5,4,8,5,5,8,1,0,0,9,0
0,12.4,8,7,9,8,7,8,1,0,0,12,0
0,15.571428571428571,6,6,6,6,6,7,1,0,0,14,0
0,13.714285714285714,7,7,8,8,8,8,1,0,0,12,0
0,13.142857142857142,6,6,9,6,6,9,1,0,0,6,0
0,15.0,3,6,8,6,6,7,1,0,0,5,0
1,13.0,0,1,5,5,5,6,0,0,0,6,1
0,12.0,11,11,14,11,11,12,1,0,1,10,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,15.166666666666666,6,6,6,6,6,6,1,0,0,5,0
0,12.0,2,4,13,6,6,9,1,0,0,3,0
0,13.642857142857142,8,7,11,8,7,7,1,0,0,12,0
0,12.666666666666666,6,6,7,6,6,8,1,0,0,15,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,10.8,6,5,9,6,6,8,1,0,1,10,0
0,14.25,8,6,11,8,7,9,1,0,1,12,0
0,12.153846153846152,10,12,18,12,14,22,1,0,0,16,0
0,11.5,2,1,12,6,6,14,1,0,0,10,0
0,12.25,3,4,9,6,6,10,1,0,1,11,0
0,12.0,5,6,12,6,6,8,1,0,1,5,0
0,13.40375,8,8,8,8,8,8,1,0,1,12,0
0,11.333333333333334,3,6,9,6,6,15,1,0,1,11,0
0,12.2,6,5,6,6,6,7,1,1,0,15,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
1,0.0,0,0,0,8,7,0,1,1,0,12,1
0,16.166666666666668,4,5,10,6,6,8,0,1,0,4,0
0,11.0,3,3,6,5,5,10,1,1,0,7,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,12.0,6,4,8,6,6,8,1,1,1,15,0
0,10.5,4,2,11,5,5,8,1,1,0,9,0
0,11.666666666666666,4,3,13,6,6,7,1,1,0,5,0
0,11.0,2,3,7,5,5,8,1,1,0,9,0
1,0.0,0,0,13,7,7,18,1,1,0,13,1
1,12.5,0,4,7,6,6,11,0,1,0,3,1
0,11.294444444444444,2,7,22,8,7,11,1,1,0,12,0
0,11.2,4,5,11,6,6,8,1,1,0,11,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,13.2,5,5,6,6,6,7,1,1,0,5,0
0,14.142857142857142,6,6,10,6,7,12,1,1,1,7,0
1,0.0,0,0,0,5,5,0,0,1,0,9,1
0,0.0,3,0,9,5,5,5,1,1,0,9,0
0,12.333333333333334,3,3,9,5,5,7,1,1,1,9,0
1,0.0,0,0,0,6,6,6,0,1,0,15,1
0,13.1,7,7,8,8,8,8,1,1,0,12,0
0,13.5,6,6,6,6,6,6,1,1,0,5,0
0,10.2,3,5,8,5,5,7,1,1,0,7,0
0,11.571428571428571,3,5,10,6,6,10,1,1,0,10,0
0,15.285714285714286,6,6,6,6,6,7,1,1,0,4,0
0,12.6,8,5,16,10,6,9,1,1,0,15,0
0,13.433333333333332,4,6,10,7,7,11,1,1,0,13,0
0,11.6,3,5,9,5,5,8,1,1,0,9,0
0,14.666666666666666,6,6,6,6,6,6,1,1,0,15,0
0,14.666666666666666,6,6,12,6,6,9,1,1,0,5,0
0,12.742857142857144,7,7,8,8,8,8,1,1,0,12,0
0,11.975,7,7,9,8,7,9,1,1,0,12,0
0,12.25,3,4,11,5,5,9,1,1,0,7,0
1,0.0,0,0,0,0,0,0,0,1,0,2,1
0,14.935714285714283,7,7,8,8,8,8,1,1,1,12,0
0,10.5,4,2,15,6,6,16,1,1,0,11,0
0,13.333333333333334,5,5,6,6,6,9,1,1,0,14,0
1,0.0,0,0,8,6,6,6,1,1,0,4,1
0,13.8,4,5,13,6,6,12,1,1,0,15,0
0,11.833333333333334,4,6,8,6,6,6,1,1,0,5,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,10.0,0,2,9,5,5,9,1,1,0,9,1
0,11.5,3,4,11,6,6,10,1,1,0,11,0
0,10.666666666666666,4,3,9,6,6,12,1,1,1,11,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,12.75,2,4,12,6,6,10,1,1,0,11,0
1,0.0,0,0,7,6,6,7,0,1,0,11,1
0,11.333333333333334,3,6,12,6,6,11,1,1,0,8,0
1,0.0,0,0,6,6,6,6,0,1,0,6,1
0,13.0,5,6,8,6,6,10,1,1,0,11,0
0,10.75,3,4,7,5,5,7,1,1,0,17,0
0,12.0,2,5,12,5,5,8,1,1,0,7,0
0,13.462857142857144,8,7,8,8,7,7,1,1,1,12,0
0,10.0,1,3,15,6,6,13,1,1,0,11,0
0,12.333333333333334,6,6,7,6,6,6,1,1,0,10,0
0,12.528571428571428,6,6,10,7,7,11,1,1,1,12,0
1,0.0,0,0,8,8,8,8,1,1,1,12,1
1,0.0,0,0,7,5,5,6,0,1,0,7,1
0,13.6,4,5,6,5,5,5,1,1,0,8,0
0,12.333333333333334,2,6,6,6,6,7,1,1,0,10,0
0,11.454545454545457,7,10,13,11,13,16,1,1,0,2,0
0,13.5,5,8,12,11,13,13,1,1,0,6,0
1,0.0,0,0,6,5,5,5,0,1,0,7,1
1,11.0,0,2,0,5,5,5,0,1,0,17,1
0,13.714285714285714,5,6,13,6,6,9,1,1,0,11,0
0,12.363636363636363,12,21,21,16,21,26,0,1,0,1,0
0,10.666666666666666,2,3,14,6,7,13,1,1,0,4,0
0,12.0,3,2,10,6,6,9,1,1,0,5,0
0,12.857142857142858,6,7,6,6,7,7,1,1,0,3,0
0,13.125,6,6,9,6,6,10,1,1,1,14,0
0,0.0,2,0,8,5,5,6,1,1,0,9,0
1,13.5,0,2,6,6,6,13,1,1,0,11,1
0,15.090909090909092,10,11,11,10,11,14,0,1,0,4,0
0,12.4,5,5,10,6,6,9,1,1,0,16,0
0,14.0,4,5,11,6,6,10,0,1,0,6,0
0,13.5,1,2,9,6,6,8,1,1,0,4,0
1,0.0,0,0,5,5,5,5,1,1,0,9,1
0,12.65,3,4,10,7,7,12,1,1,0,12,0
1,0.0,0,0,7,5,5,7,1,1,0,17,1
1,0.0,0,0,5,5,5,5,0,1,0,17,1
0,13.333333333333334,5,6,7,6,6,8,1,1,1,5,0
0,11.333333333333334,5,3,8,5,5,9,1,1,0,17,0
1,0.0,0,0,0,6,6,0,1,1,0,3,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.666666666666666,2,3,8,5,5,7,0,1,0,17,0
0,12.166666666666666,6,6,8,6,6,8,1,1,0,3,0
0,13.333333333333334,4,6,6,6,6,7,1,1,0,15,0
0,11.4,3,5,10,6,6,7,1,1,0,5,0
1,12.142857142857142,0,6,6,6,6,9,1,1,0,3,1
0,13.058823529411764,12,17,15,12,18,36,1,1,0,4,0
0,11.75,4,4,15,6,6,13,1,1,0,4,0
0,11.833333333333334,5,5,8,6,6,9,0,1,0,11,0
0,12.4,10,10,13,10,11,14,1,1,0,10,0
0,13.428571428571429,4,6,12,6,6,8,1,1,0,5,0
1,0.0,0,0,9,5,5,5,0,1,0,9,1
0,11.0,5,5,5,5,5,5,1,1,0,17,0
0,13.625,6,6,8,6,6,8,1,1,1,11,0
0,11.8,2,4,7,5,5,6,1,1,0,7,0
1,0.0,0,0,7,5,5,5,1,1,0,17,1
0,15.0,2,2,7,6,6,9,1,1,0,7,0
0,10.8,5,5,11,6,6,9,1,1,0,10,0
0,13.666666666666666,3,3,10,5,5,11,1,1,0,9,0
0,12.833333333333334,6,6,8,6,6,8,1,1,0,15,0
1,0.0,0,0,0,0,0,0,0,1,0,2,1
0,15.125,6,6,7,6,6,8,1,1,0,14,0
0,0.0,1,0,7,5,5,11,1,1,0,9,0
0,11.4,5,5,8,6,6,10,1,1,0,10,0
0,12.25,6,4,9,6,6,12,1,1,0,10,0
1,0.0,0,0,0,6,6,0,0,1,0,11,1
0,14.0,1,3,12,6,7,12,1,1,0,7,0
0,12.333333333333334,5,6,10,6,6,7,1,1,0,5,0
0,10.666666666666666,2,5,11,5,5,8,1,1,1,9,0
0,11.833333333333334,5,5,9,5,5,9,1,1,0,7,0
1,0.0,0,0,5,5,5,14,1,1,0,9,1
0,11.666666666666666,6,6,6,6,6,6,1,1,1,5,0
1,13.0,0,2,5,5,5,7,0,1,0,8,1
1,0.0,0,0,4,4,2,5,1,1,0,17,1
1,0.0,0,0,8,8,8,8,1,1,0,12,1
0,13.0,5,5,5,5,5,5,1,1,1,7,0
0,13.857142857142858,6,6,6,6,6,7,1,1,1,10,0
0,13.391666666666666,8,6,8,8,7,7,1,1,0,12,0
1,12.75,0,4,5,5,5,7,1,1,1,9,1
0,14.5,5,4,5,5,5,7,1,1,0,8,0
0,12.166666666666666,6,6,6,6,6,7,1,1,0,10,0
0,15.4,5,5,5,5,5,5,1,1,0,8,0
0,13.333333333333334,2,2,9,5,5,9,0,1,0,7,0
1,0.0,0,0,5,5,5,5,1,1,0,17,1
1,0.0,0,0,0,6,6,0,1,1,0,5,1
0,13.714285714285714,6,6,8,6,6,7,1,1,0,11,0
1,12.25,0,4,7,6,6,7,1,1,0,10,1
0,16.0,4,5,11,6,6,9,1,1,0,5,0
0,11.0,1,1,5,5,5,8,1,1,0,17,0
0,14.085714285714284,7,7,7,7,7,7,1,1,0,12,0
0,10.166666666666666,6,6,10,6,6,9,1,1,0,10,0
1,10.0,0,1,9,5,5,8,1,1,0,7,1
0,0.0,1,0,7,5,5,10,1,1,0,7,0
0,10.5,3,2,5,5,5,10,0,1,0,17,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
1,0.0,0,0,6,6,6,6,0,1,1,5,1
1,0.0,0,0,10,5,6,12,1,1,0,3,1
1,0.0,0,0,10,6,6,8,1,1,0,4,1
0,13.333333333333334,5,5,15,6,6,15,1,1,0,4,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,13.571428571428571,6,6,6,6,6,7,1,1,1,14,0
0,12.833333333333334,6,6,7,6,6,6,1,1,1,5,0
0,10.25,5,4,18,8,5,6,1,1,0,17,0
1,0.0,0,0,6,6,6,6,1,1,0,8,1
0,14.5,3,4,8,6,5,5,1,1,0,7,0
0,15.8,5,5,8,5,5,6,1,1,0,7,0
1,0.0,0,0,0,6,6,0,0,1,0,4,1
0,12.5,3,4,7,5,5,8,1,1,0,7,0
0,11.666666666666666,12,18,13,13,18,22,1,1,0,4,0
0,13.0,5,4,5,5,5,6,1,1,0,17,0
0,12.12142857142857,8,7,12,9,7,8,1,1,0,12,0
0,14.22222222222222,7,9,15,9,11,15,1,1,1,6,0
0,12.5,4,4,8,6,6,17,1,1,0,14,0
